tenure_in_months,number_of_referrals,total_revenue,contract,offer,online_security,premium_tech_support,device_protection_plan,customer_status
48,1,5231.81,One Year,Offer B,Yes,Yes,No,Stayed
53,7,5631.03,One Year,None,No,Yes,Yes,Stayed
6,0,285.56,One Year,None,No Internet,No Internet,No Internet,Stayed
22,8,1561.16,One Year,Offer D,Yes,Yes,No,Stayed
1,0,45.8,Month-to-Month,None,No,No,No,Churned
72,7,9802.1,Two Year,None,No,No,No,Stayed
34,4,3882.89,Month-to-Month,Offer C,No,No,Yes,Stayed
48,3,4253.04,One Year,None,No,Yes,Yes,Stayed
21,8,629.35,Month-to-Month,Offer D,Yes,No,No,Stayed
71,0,7864.32,One Year,None,Yes,Yes,No,Stayed
32,9,4364.08,Two Year,Offer C,No,No,Yes,Stayed
63,0,7162.37,Two Year,Offer B,Yes,Yes,Yes,Stayed
72,1,10621.17,Two Year,Offer A,Yes,Yes,Yes,Stayed
53,0,6367.01,Two Year,Offer B,No,No,Yes,Stayed
1,1,106.55,Month-to-Month,None,No,No,No,Churned
50,1,5717.1,One Year,None,Yes,Yes,No,Stayed
15,1,2114.55,Month-to-Month,None,No,No,Yes,Churned
21,7,2129.91,Month-to-Month,None,No,Yes,No,Stayed
1,1,107.04,Month-to-Month,None,Yes,No,No,Churned
2,0,174.57,Month-to-Month,Offer E,No,No,No,Churned
65,1,6378.37,One Year,Offer B,Yes,No,Yes,Churned
52,3,5310.54,Month-to-Month,Offer B,No,Yes,Yes,Stayed
13,0,1520.8,Month-to-Month,Offer D,No,No,Yes,Churned
4,0,140.67,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
46,0,4983.82,One Year,None,Yes,No,Yes,Churned
53,5,7134.51,One Year,None,No,No,Yes,Churned
40,0,5004.4,One Year,Offer B,No,Yes,Yes,Stayed
23,0,1545.65,Month-to-Month,None,No,Yes,No,Stayed
4,0,366.54,Month-to-Month,None,No,No,No,Churned
57,1,3437.45,Month-to-Month,Offer B,Yes,No,Yes,Stayed
49,6,5014.77,Month-to-Month,Offer B,No,No,No,Stayed
9,0,867.74,Month-to-Month,Offer E,Yes,Yes,Yes,Stayed
4,0,467.71,Month-to-Month,Offer E,No,No,No,Churned
61,1,1940.99,Two Year,None,No Internet,No Internet,No Internet,Stayed
70,0,8521.55,Two Year,Offer A,No,Yes,Yes,Stayed
13,1,1088.41,Month-to-Month,Offer D,Yes,No,No,Stayed
34,0,3697.02,Month-to-Month,Offer C,No,Yes,No,Stayed
9,0,747.69,Month-to-Month,None,No,No,No,Churned
57,0,5751.52,Two Year,None,Yes,Yes,No,Stayed
12,0,1148.63,Month-to-Month,Offer D,Yes,Yes,Yes,Churned
7,0,988.14,Month-to-Month,None,No,Yes,Yes,Stayed
4,0,426.67,Month-to-Month,None,No,No,No,Churned
1,1,115.72,Month-to-Month,None,No,No,No,Churned
44,0,5985.23,One Year,Offer B,No,Yes,Yes,Stayed
45,0,1596.6,One Year,Offer B,No,No,No,Stayed
36,0,4957.3,One Year,None,Yes,Yes,Yes,Stayed
55,0,7665.2,One Year,None,No,No,Yes,Churned
69,0,10148.7,Two Year,Offer A,No,Yes,Yes,Stayed
9,0,914.32,Month-to-Month,Offer E,No,No,Yes,Churned
71,1,7502.71,Two Year,Offer A,Yes,Yes,Yes,Stayed
30,0,3929.5,Month-to-Month,Offer C,Yes,No,No,Stayed
52,3,1384.45,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
52,10,1546.89,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
24,0,1676.31,Month-to-Month,None,Yes,No,No,Churned
72,10,3952.45,Two Year,Offer A,Yes,No,Yes,Stayed
72,1,9500.02,Two Year,None,Yes,No,Yes,Stayed
4,2,218.03,Month-to-Month,None,No,Yes,No,Churned
1,0,115.71,Month-to-Month,Offer E,No,No,Yes,Churned
51,2,4477.95,One Year,None,Yes,Yes,No,Stayed
51,4,2898.95,One Year,None,No,Yes,Yes,Stayed
72,0,7046.32,Two Year,Offer A,Yes,Yes,Yes,Stayed
64,0,7102.61,Month-to-Month,Offer B,Yes,Yes,No,Stayed
2,0,56.35,Month-to-Month,Offer E,No,No,No,Churned
70,1,10308.75,One Year,None,Yes,Yes,Yes,Churned
13,5,528.45,Month-to-Month,None,No,No,No,Stayed
52,0,6366.42,One Year,Offer B,Yes,No,Yes,Stayed
7,0,471.43,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
4,1,174.93,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
2,0,272.56,Month-to-Month,None,No,No,Yes,Churned
46,0,1537.85,One Year,Offer B,No,Yes,Yes,Stayed
54,1,5357.96,Two Year,Offer B,No,No,Yes,Stayed
1,0,44.92,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
72,5,4575.35,Two Year,Offer A,Yes,Yes,Yes,Stayed
66,0,7806.02,Two Year,Offer A,Yes,No,Yes,Stayed
16,8,2625.75,Month-to-Month,Offer D,Yes,Yes,Yes,Stayed
3,0,410.25,Month-to-Month,Offer E,No,Yes,Yes,Churned
11,7,907.16,Month-to-Month,None,Yes,No,No,Stayed
71,6,4122.65,Two Year,Offer A,Yes,Yes,No,Stayed
9,0,296.1,Month-to-Month,None,No,No,No,Churned
57,0,1221.93,Two Year,None,No Internet,No Internet,No Internet,Stayed
9,0,1356.99,Month-to-Month,None,No,No,Yes,Churned
62,6,3448.16,One Year,None,No Internet,No Internet,No Internet,Stayed
72,0,3828.61,Two Year,None,No Internet,No Internet,No Internet,Stayed
66,0,7474.22,One Year,None,No,No,Yes,Stayed
16,0,679.85,Month-to-Month,None,No,No,No,Churned
16,0,865.29,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
58,3,2728.74,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
4,0,345.85,Month-to-Month,Offer E,Yes,No,No,Stayed
72,9,3356.67,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
67,1,8882.11,One Year,None,Yes,No,Yes,Stayed
71,1,6921.52,Two Year,None,Yes,Yes,Yes,Stayed
72,0,3682.07,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
15,7,1003.5,Month-to-Month,Offer D,No,No,No,Stayed
11,0,321.05,Month-to-Month,None,No,No,No,Stayed
43,9,2157.11,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
3,0,232.77,Month-to-Month,Offer E,Yes,Yes,No,Churned
24,4,2721.28,One Year,None,Yes,No,No,Stayed
52,0,4989.41,One Year,None,Yes,Yes,Yes,Stayed
13,0,392.2,Month-to-Month,None,No,No,No,Stayed
1,1,120.45,Month-to-Month,Offer E,No,No,No,Churned
55,0,5769.85,Two Year,None,No,No,Yes,Stayed
42,9,4190.02,Two Year,None,No,Yes,Yes,Stayed
27,0,3280.62,Month-to-Month,None,No,No,No,Churned
17,1,1584.84,Month-to-Month,Offer D,No,Yes,Yes,Stayed
2,0,62.25,Month-to-Month,Offer E,No,No,No,Churned
27,5,2402.81,Month-to-Month,Offer C,No,Yes,Yes,Stayed
52,0,2580.9,Month-to-Month,None,No,No,No,Churned
45,0,4513.4,One Year,None,Yes,No,No,Stayed
71,2,4172.69,Two Year,None,No Internet,No Internet,No Internet,Stayed
36,0,995.0,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
15,0,448.55,One Year,None,No Internet,No Internet,No Internet,Stayed
20,0,2481.55,Month-to-Month,None,Yes,No,Yes,Stayed
71,9,3053.39,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
24,0,1666.99,One Year,None,No Internet,No Internet,No Internet,Stayed
71,0,10960.47,Two Year,None,No,Yes,Yes,Stayed
9,2,328.95,Month-to-Month,Offer E,No,Yes,No,Churned
66,9,8358.61,Two Year,None,Yes,Yes,Yes,Stayed
30,0,856.6,Two Year,None,No Internet,No Internet,No Internet,Stayed
47,0,5867.56,One Year,Offer B,Yes,Yes,Yes,Stayed
7,0,740.84,Month-to-Month,None,No,No,No,Stayed
1,0,35.55,Month-to-Month,None,No,No,No,Churned
46,0,4023.62,Month-to-Month,None,No,No,No,Stayed
53,0,5388.04,Month-to-Month,None,No,No,No,Churned
62,0,2767.86,Two Year,None,No Internet,No Internet,No Internet,Stayed
70,0,3442.8,Two Year,None,Yes,Yes,Yes,Stayed
16,3,1629.15,Month-to-Month,Offer D,No,No,No,Stayed
15,0,1413.25,Month-to-Month,None,Yes,Yes,Yes,Stayed
45,0,4530.3,One Year,None,Yes,No,No,Stayed
72,5,8024.3,Two Year,None,Yes,Yes,Yes,Stayed
13,1,814.29,Two Year,None,No Internet,No Internet,No Internet,Stayed
6,0,688.12,Month-to-Month,Offer E,No,No,Yes,Stayed
18,1,850.98,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
68,6,8133.57,Two Year,None,No,Yes,No,Stayed
64,1,7679.87,One Year,Offer B,Yes,Yes,Yes,Stayed
34,0,3258.69,One Year,Offer C,Yes,Yes,No,Churned
5,0,621.1,Month-to-Month,None,No,Yes,Yes,Stayed
20,5,2290.92,Month-to-Month,None,Yes,No,No,Churned
64,1,6910.19,Two Year,None,Yes,Yes,No,Stayed
26,4,3269.24,Two Year,None,No,No,Yes,Stayed
5,0,368.44,Month-to-Month,Offer E,Yes,Yes,No,Churned
13,1,1756.15,Month-to-Month,None,No,No,Yes,Churned
59,1,5306.4,One Year,Offer B,Yes,Yes,No,Stayed
17,0,1917.85,Month-to-Month,Offer D,Yes,No,No,Stayed
9,0,1132.09,Month-to-Month,None,No,No,No,Churned
10,0,1034.05,Month-to-Month,None,No,No,Yes,Churned
5,0,643.45,Month-to-Month,Offer E,No,Yes,No,Churned
54,0,7986.43,One Year,None,Yes,No,Yes,Churned
56,0,7002.8,Month-to-Month,Offer B,Yes,No,No,Stayed
4,3,424.14,Month-to-Month,Offer E,No,No,Yes,Churned
2,0,87.59,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
62,0,6787.56,Two Year,Offer B,Yes,Yes,Yes,Stayed
27,1,3991.59,Month-to-Month,None,Yes,No,Yes,Churned
1,0,51.25,Month-to-Month,Offer E,No,No,No,Churned
53,1,6904.75,One Year,Offer B,No,Yes,No,Stayed
54,1,7181.54,Month-to-Month,None,No,No,Yes,Churned
23,0,2707.0,One Year,None,No,No,No,Stayed
6,10,122.92,One Year,Offer E,No Internet,No Internet,No Internet,Stayed
8,0,343.45,Two Year,None,Yes,Yes,No,Stayed
11,1,1398.83,Month-to-Month,Offer D,No,No,Yes,Churned
61,1,7013.26,One Year,None,No,No,No,Stayed
34,8,4668.0,Month-to-Month,None,No,No,Yes,Stayed
56,0,7921.89,Month-to-Month,None,Yes,Yes,No,Stayed
38,0,1574.84,One Year,None,No Internet,No Internet,No Internet,Stayed
69,2,3001.45,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,4,10920.57,Two Year,Offer A,Yes,Yes,Yes,Stayed
70,8,11221.6,Two Year,Offer A,Yes,Yes,Yes,Stayed
7,0,201.95,Month-to-Month,None,Yes,No,No,Stayed
61,1,7495.96,Two Year,None,Yes,Yes,Yes,Stayed
55,1,7017.35,Month-to-Month,Offer B,No,No,No,Stayed
61,1,4512.79,Two Year,Offer B,Yes,No,Yes,Stayed
14,5,1547.76,Two Year,None,No,No,No,Stayed
72,0,8124.11,Two Year,None,No,No,Yes,Churned
22,0,2051.42,Month-to-Month,Offer D,No,No,No,Stayed
3,0,386.33,Month-to-Month,Offer E,No,No,No,Churned
60,6,6785.4,Two Year,Offer B,No,No,No,Stayed
3,0,295.61,Month-to-Month,None,No,No,No,Churned
7,0,705.61,Month-to-Month,Offer E,No,No,Yes,Churned
4,3,118.25,Two Year,Offer E,No,No,Yes,Stayed
13,0,1571.68,Month-to-Month,None,No,No,No,Stayed
63,0,8172.2,Two Year,Offer B,No,No,Yes,Stayed
36,0,4221.67,One Year,None,Yes,Yes,Yes,Stayed
54,0,7150.23,One Year,None,Yes,No,No,Stayed
47,0,1445.75,Two Year,None,No Internet,No Internet,No Internet,Stayed
41,9,1221.59,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
13,0,1021.02,Month-to-Month,Offer D,No,Yes,Yes,Stayed
35,0,3894.75,Month-to-Month,Offer C,No,No,Yes,Churned
10,0,971.08,Month-to-Month,Offer D,No,No,No,Churned
30,4,2847.5,Two Year,Offer C,No,Yes,Yes,Stayed
44,2,5277.9,Month-to-Month,None,No,No,Yes,Stayed
47,6,5607.3,Two Year,Offer B,Yes,Yes,No,Stayed
58,1,5997.04,Month-to-Month,Offer B,No,No,Yes,Churned
52,0,1611.68,One Year,Offer B,No,No,No,Stayed
7,0,811.17,Month-to-Month,None,No,No,No,Churned
20,1,1570.9,Month-to-Month,None,No,No,No,Churned
13,0,1313.93,Month-to-Month,None,Yes,No,No,Churned
12,7,432.25,Month-to-Month,Offer D,No,Yes,No,Stayed
54,0,7845.28,One Year,None,No,No,Yes,Stayed
13,0,675.49,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
7,0,714.23,Month-to-Month,None,No,No,No,Stayed
42,0,4568.09,One Year,Offer B,Yes,No,Yes,Stayed
65,0,9268.85,Two Year,Offer B,No,Yes,Yes,Stayed
49,0,5523.69,One Year,None,Yes,No,Yes,Stayed
62,1,1445.57,Two Year,None,No Internet,No Internet,No Internet,Stayed
32,0,3990.12,Month-to-Month,None,No,Yes,No,Churned
11,8,737.44,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
1,0,101.4,Month-to-Month,Offer E,No,No,No,Churned
37,1,2264.0,One Year,None,No Internet,No Internet,No Internet,Stayed
1,0,132.01,Month-to-Month,Offer E,No,No,No,Churned
69,10,4340.87,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
72,6,8115.79,Two Year,None,Yes,No,Yes,Stayed
26,1,2931.14,One Year,Offer C,Yes,Yes,Yes,Stayed
62,6,2337.45,Two Year,None,No,Yes,No,Stayed
69,2,10374.8,Month-to-Month,Offer A,No,No,Yes,Churned
26,4,1405.92,One Year,Offer C,No,No,Yes,Stayed
40,0,2036.55,Month-to-Month,None,No,No,No,Stayed
33,7,3345.87,One Year,None,No,Yes,No,Stayed
72,5,6534.59,Two Year,Offer A,Yes,Yes,Yes,Stayed
18,0,1250.28,Month-to-Month,None,Yes,No,No,Churned
68,2,6733.3,One Year,None,No,Yes,Yes,Stayed
19,0,1030.22,Month-to-Month,Offer D,No,Yes,No,Stayed
7,0,603.18,Two Year,None,No,No,No,Stayed
1,0,24.21,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
56,0,5856.22,One Year,Offer B,Yes,No,No,Stayed
7,0,249.88,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
5,0,596.85,Month-to-Month,Offer E,No,No,Yes,Churned
66,0,8542.71,Two Year,Offer A,No,No,No,Stayed
7,0,480.87,One Year,None,No Internet,No Internet,No Internet,Stayed
8,0,907.65,Two Year,Offer E,No,No,No,Stayed
62,8,7636.6,One Year,Offer B,No,Yes,No,Stayed
56,1,5313.4,Month-to-Month,None,No,Yes,Yes,Stayed
41,0,2301.31,One Year,None,No Internet,No Internet,No Internet,Stayed
57,0,5723.54,Two Year,None,Yes,No,Yes,Stayed
1,4,24.8,Month-to-Month,Offer E,No,No,No,Churned
38,0,4575.42,One Year,Offer C,No,No,No,Stayed
11,1,1063.08,Month-to-Month,Offer D,No,No,No,Churned
26,0,2790.91,Month-to-Month,None,No,No,No,Stayed
72,3,6819.97,Two Year,None,Yes,Yes,Yes,Stayed
30,1,4358.25,Month-to-Month,Offer C,No,Yes,No,Stayed
1,0,57.99,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
1,0,97.9,Month-to-Month,Offer E,No,No,No,Churned
68,8,5841.31,One Year,None,Yes,Yes,Yes,Stayed
63,2,7622.22,Month-to-Month,None,No,No,Yes,Stayed
60,1,7049.0,Month-to-Month,None,Yes,Yes,No,Stayed
19,6,504.25,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
12,1,681.4,One Year,None,No Internet,No Internet,No Internet,Churned
41,0,4540.03,Month-to-Month,None,No,No,No,Churned
25,0,2248.09,One Year,Offer C,No,Yes,No,Stayed
71,0,10009.7,Two Year,Offer A,Yes,Yes,Yes,Stayed
56,1,2066.35,Two Year,Offer B,No Internet,No Internet,No Internet,Churned
8,5,484.15,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
20,0,1551.95,Month-to-Month,None,No,No,No,Stayed
43,0,997.72,Two Year,None,No Internet,No Internet,No Internet,Stayed
17,5,646.05,Month-to-Month,Offer D,No,No,Yes,Stayed
44,1,963.73,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
71,1,2852.09,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
72,1,8767.47,Two Year,None,Yes,Yes,Yes,Stayed
18,0,719.3,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
67,3,7214.49,One Year,None,Yes,Yes,Yes,Stayed
56,5,6733.64,Month-to-Month,Offer B,Yes,Yes,Yes,Stayed
1,0,74.89,Month-to-Month,None,No,No,No,Churned
69,2,7882.98,Two Year,Offer A,No,Yes,No,Stayed
1,0,53.73,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
25,0,977.2,One Year,None,No Internet,No Internet,No Internet,Stayed
1,0,101.42,Month-to-Month,None,No,No,No,Churned
55,1,2115.2,Two Year,None,No Internet,No Internet,No Internet,Stayed
53,1,8234.77,Month-to-Month,None,No,Yes,Yes,Stayed
59,6,3121.37,One Year,None,No Internet,No Internet,No Internet,Stayed
16,1,1830.11,Month-to-Month,None,No,No,Yes,Churned
7,0,682.15,Month-to-Month,Offer E,No,No,No,Stayed
64,0,3624.32,Two Year,None,No Internet,No Internet,No Internet,Stayed
51,10,6152.38,Two Year,Offer B,Yes,Yes,Yes,Stayed
1,0,97.72,Month-to-Month,Offer E,No,No,No,Churned
69,5,3062.08,One Year,None,No Internet,No Internet,No Internet,Stayed
1,1,85.65,Month-to-Month,Offer E,No,No,No,Churned
38,8,1008.36,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
3,0,99.59,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
56,6,6365.68,Two Year,Offer B,Yes,Yes,No,Stayed
63,9,7183.46,One Year,None,Yes,Yes,Yes,Stayed
11,0,731.71,Two Year,None,No,Yes,No,Stayed
24,5,1605.25,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,8,9573.55,Two Year,Offer A,Yes,Yes,No,Stayed
69,1,8933.18,One Year,Offer A,Yes,Yes,Yes,Stayed
56,1,7888.17,One Year,None,No,No,Yes,Stayed
17,0,1833.92,Month-to-Month,None,No,No,Yes,Churned
18,2,1125.96,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
11,0,385.15,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
45,10,2264.5,One Year,None,No,Yes,Yes,Stayed
47,0,5172.89,Month-to-Month,None,No,Yes,No,Churned
61,2,7038.14,Two Year,None,No,No,No,Stayed
66,1,7356.69,One Year,None,No,No,No,Stayed
42,0,3805.77,Month-to-Month,Offer B,Yes,No,Yes,Stayed
55,8,2609.25,Two Year,None,No Internet,No Internet,No Internet,Stayed
68,8,3698.03,One Year,Offer A,Yes,No,Yes,Stayed
17,1,836.35,Month-to-Month,None,No,No,No,Stayed
15,1,1178.1,Month-to-Month,None,No,No,No,Stayed
28,2,2062.83,Month-to-Month,None,No,No,No,Stayed
28,8,3679.8,Month-to-Month,Offer C,No,Yes,No,Stayed
40,9,1727.35,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
63,0,7105.81,Month-to-Month,None,Yes,No,Yes,Stayed
15,0,1489.15,Month-to-Month,Offer D,No,No,No,Churned
14,3,1427.72,One Year,None,Yes,Yes,No,Churned
54,0,3454.45,Month-to-Month,None,No,No,No,Churned
39,0,5281.36,Two Year,None,Yes,No,Yes,Stayed
48,5,2108.65,Two Year,None,Yes,Yes,No,Stayed
16,0,983.91,Month-to-Month,Offer D,No,Yes,No,Churned
44,0,3694.18,One Year,Offer B,No,No,No,Stayed
1,1,108.33,Month-to-Month,None,No,No,No,Churned
69,7,4782.82,One Year,Offer A,Yes,No,No,Stayed
49,0,3832.45,Two Year,None,No,No,No,Stayed
24,0,1629.09,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
71,7,3937.32,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
61,4,8680.97,One Year,Offer B,No,Yes,No,Stayed
18,0,745.45,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
27,1,2509.81,Month-to-Month,Offer C,No,Yes,No,Stayed
64,3,9786.63,One Year,Offer B,No,Yes,Yes,Stayed
50,9,6488.9,One Year,Offer B,No,Yes,Yes,Stayed
30,7,2718.8,One Year,None,No,Yes,Yes,Stayed
57,0,3190.05,Two Year,None,No,Yes,Yes,Stayed
17,0,605.47,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
51,0,5208.77,One Year,Offer B,No,No,No,Stayed
2,0,75.6,Month-to-Month,None,No,Yes,No,Churned
2,0,197.94,Month-to-Month,None,No,No,No,Churned
60,1,8694.2,One Year,Offer B,Yes,No,No,Stayed
67,1,9310.25,Two Year,None,Yes,Yes,Yes,Churned
33,0,1309.0,One Year,None,No,No,No,Stayed
38,0,4313.32,One Year,Offer C,Yes,Yes,No,Stayed
1,0,105.02,Month-to-Month,Offer E,No,No,No,Churned
16,3,1050.04,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
72,1,9421.78,Two Year,Offer A,No,Yes,Yes,Stayed
41,4,4194.1,Month-to-Month,Offer B,Yes,No,Yes,Stayed
65,4,8198.8,Two Year,Offer B,Yes,Yes,Yes,Stayed
72,6,2711.21,Two Year,None,No Internet,No Internet,No Internet,Stayed
67,7,4565.37,Two Year,None,No Internet,No Internet,No Internet,Stayed
49,0,6401.58,One Year,None,No,Yes,No,Stayed
19,1,2319.3,Month-to-Month,Offer D,Yes,Yes,No,Stayed
69,6,8249.21,Month-to-Month,Offer A,No,No,Yes,Stayed
47,1,1612.49,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
53,9,5166.34,Two Year,None,Yes,No,No,Stayed
27,1,2929.38,Month-to-Month,None,No,No,Yes,Stayed
11,0,1110.75,Month-to-Month,Offer D,No,No,Yes,Stayed
28,7,3245.09,One Year,Offer C,No,Yes,No,Stayed
53,1,5482.76,One Year,Offer B,Yes,Yes,No,Stayed
19,0,736.48,One Year,None,No Internet,No Internet,No Internet,Stayed
23,5,1379.12,One Year,Offer D,No,Yes,No,Stayed
10,1,970.2,Month-to-Month,None,No,No,No,Churned
63,6,8404.3,Two Year,None,Yes,Yes,Yes,Stayed
38,0,4608.44,Month-to-Month,None,Yes,No,Yes,Churned
61,1,3778.85,Two Year,Offer B,Yes,Yes,Yes,Stayed
27,1,2959.89,Month-to-Month,Offer C,No,No,No,Stayed
13,0,1286.29,Month-to-Month,Offer D,No,No,No,Churned
7,0,786.49,Month-to-Month,None,No,No,No,Churned
4,0,311.61,Two Year,None,No,No,No,Stayed
8,0,1052.79,Two Year,Offer E,No,No,No,Stayed
12,4,978.38,Month-to-Month,Offer D,Yes,Yes,No,Stayed
7,0,431.63,Month-to-Month,Offer E,No,Yes,No,Churned
56,9,4751.09,Two Year,Offer B,Yes,No,Yes,Stayed
52,1,2254.02,Two Year,None,No Internet,No Internet,No Internet,Stayed
23,1,1200.55,One Year,None,No,No,No,Churned
20,5,1203.4,Month-to-Month,None,No,No,Yes,Stayed
68,10,3948.45,Two Year,Offer A,Yes,Yes,Yes,Stayed
6,0,560.69,Month-to-Month,Offer E,No,Yes,No,Churned
50,4,3413.15,Two Year,None,No Internet,No Internet,No Internet,Stayed
60,0,8023.5,Month-to-Month,Offer B,No,No,No,Stayed
4,0,212.25,Month-to-Month,Offer E,Yes,Yes,Yes,Stayed
45,0,5233.35,Month-to-Month,None,Yes,Yes,Yes,Stayed
25,4,2012.55,Month-to-Month,None,No,No,No,Stayed
43,10,5898.87,One Year,Offer B,No,No,Yes,Stayed
12,1,467.31,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Churned
9,0,1045.24,Month-to-Month,Offer E,No,No,No,Stayed
62,0,5283.91,Two Year,None,Yes,Yes,No,Stayed
40,2,820.9,Month-to-Month,Offer B,No Internet,No Internet,No Internet,Stayed
6,0,413.73,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
20,4,477.4,Two Year,None,No Internet,No Internet,No Internet,Stayed
16,0,1850.57,Month-to-Month,Offer D,No,No,No,Stayed
8,1,387.01,One Year,Offer E,No Internet,No Internet,No Internet,Stayed
2,0,157.26,Month-to-Month,Offer E,No,No,No,Churned
72,4,6850.3,Two Year,None,Yes,Yes,Yes,Stayed
50,0,6385.8,Month-to-Month,None,Yes,No,Yes,Churned
21,0,1639.16,Month-to-Month,None,No,No,No,Stayed
64,1,10368.31,One Year,None,Yes,Yes,Yes,Stayed
58,0,2706.78,Two Year,None,No Internet,No Internet,No Internet,Stayed
14,0,1424.44,Month-to-Month,None,No,No,No,Churned
18,0,581.31,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
67,0,4660.65,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,60.93,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
61,2,2241.93,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
52,0,2168.01,Two Year,None,No Internet,No Internet,No Internet,Stayed
14,0,496.94,Two Year,None,No Internet,No Internet,No Internet,Stayed
43,1,2798.92,Month-to-Month,Offer B,No,No,No,Stayed
52,1,3326.26,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
2,0,202.72,Month-to-Month,None,No,No,No,Churned
4,0,368.7,One Year,None,Yes,No,No,Stayed
31,0,4406.81,Month-to-Month,None,No,No,No,Churned
5,10,126.25,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
27,0,3823.12,One Year,Offer C,Yes,No,Yes,Stayed
4,0,435.9,Month-to-Month,Offer E,No,No,No,Churned
23,0,768.45,Month-to-Month,None,No,No,No,Stayed
9,1,941.65,Month-to-Month,Offer E,No,No,Yes,Churned
55,0,7889.85,Month-to-Month,Offer B,No,No,No,Churned
49,1,2780.6,One Year,Offer B,No,Yes,No,Stayed
71,1,7549.43,Two Year,Offer A,No,Yes,Yes,Stayed
59,3,4905.74,One Year,None,Yes,No,Yes,Stayed
68,5,6716.54,One Year,None,Yes,No,No,Churned
64,6,6170.0,Two Year,None,Yes,Yes,Yes,Stayed
